bcsstk34,588.00,11003.00,18.71,30.00,0.32,4.59,12.00,0.64,0.63,0.05,128.00
bcsstk35,30237.00,740200.00,24.48,166.00,0.45,8.39,27.00,0.71,0.95,0.15,3603.00
bcsstk36,23052.00,583096.00,25.29,116.00,0.39,5.17,18.00,0.68,0.96,0.14,4457.00
bcsstk37,25503.00,583240.00,22.87,99.00,0.41,5.07,21.00,0.68,0.94,0.04,5030.00
bcsstk38,8032.00,181746.00,22.63,599.00,0.70,3.68,13.00,0.65,0.90,0.05,2183.00
bcsstk39,46772.00,1068033.00,22.83,47.00,0.17,23.66,45.00,0.25,0.85,0.11,1977.00
bcsstm01,48.00,48.00,1.00,1.00,0.00,48.00,48.00,0.00,0.00,0.00,1.00
bcsstm02,66.00,66.00,1.00,1.00,0.00,66.00,66.00,0.00,0.00,0.00,1.00
bcsstm03,112.00,112.00,1.00,1.00,0.00,112.00,112.00,0.00,0.00,0.00,1.00
bcsstm04,132.00,132.00,1.00,1.00,0.00,132.00,132.00,0.00,0.00,0.00,1.00
bcsstm05,153.00,153.00,1.00,1.00,0.00,153.00,153.00,0.00,0.00,0.00,1.00
bcsstm06,420.00,420.00,1.00,1.00,0.00,420.00,420.00,0.00,0.00,0.00,1.00
bcsstm07,420.00,3836.00,9.13,16.00,0.43,4.77,14.00,0.53,0.87,0.20,88.00
bcsstm08,1074.00,1074.00,1.00,1.00,0.00,1074.00,1074.00,0.00,0.00,0.00,1.00
bcsstm09,1083.00,1083.00,1.00,1.00,0.00,1083.00,1083.00,0.00,0.00,0.00,1.00
bcsstm10,1086.00,11589.00,10.67,15.00,0.29,4.72,7.00,0.33,0.69,0.10,230.00
bcsstm11,1473.00,1473.00,1.00,1.00,0.00,1473.00,1473.00,0.00,0.00,0.00,1.00
bcsstm12,1473.00,10566.00,7.17,20.00,0.43,11.33,24.00,0.55,0.55,0.29,130.00
bcsstm13,2003.00,11973.00,5.98,41.00,1.44,12.44,1343.00,8.46,0.11,0.06,161.00
bcsstm19,817.00,817.00,1.00,1.00,0.00,817.00,817.00,0.00,0.00,0.00,1.00
bcsstm20,485.00,485.00,1.00,1.00,0.00,485.00,485.00,0.00,0.00,0.00,1.00
bcsstm21,3600.00,3600.00,1.00,1.00,0.00,3600.00,3600.00,0.00,0.00,0.00,1.00
bcsstm22,138.00,138.00,1.00,1.00,0.00,138.00,138.00,0.00,0.00,0.00,1.00
bcsstm23,3134.00,3134.00,1.00,1.00,0.00,3134.00,3134.00,0.00,0.00,0.00,1.00
bcsstm24,3562.00,3562.00,1.00,1.00,0.00,3562.00,3562.00,0.00,0.00,0.00,1.00
bcsstm25,15439.00,15439.00,1.00,1.00,0.00,15439.00,15439.00,0.00,0.00,0.00,1.00
bcsstm26,1922.00,1922.00,1.00,1.00,0.00,1922.00,1922.00,0.00,0.00,0.00,1.00
bcsstm27,1224.00,28675.00,23.43,33.00,0.25,2.65,3.00,0.23,0.97,0.03,462.00
bcsstm34,588.00,12429.00,21.14,32.00,0.30,3.13,10.00,0.63,0.83,0.05,188.00
bcsstm36,23052.00,177269.00,7.69,65.00,0.98,9.94,10883.00,22.72,0.39,0.28,2319.00
bcsstm39,46772.00,46772.00,1.00,1.00,0.00,46772.00,46772.00,0.00,0.00,0.00,1.00
beacxc,497.00,30799.00,61.97,490.00,1.71,2.32,90.00,2.67,0.55,0.12,214.00
beaflw,497.00,30799.00,61.97,490.00,1.71,2.32,90.00,2.67,0.55,0.12,214.00
beause,497.00,26921.00,54.17,495.00,1.96,3.91,125.00,2.89,0.38,0.18,127.00
belgium_osm,1441295.00,2991265.00,2.08,6.00,0.19,2284.14,71961.00,3.66,0.85,0.48,631.00
benzene,8219.00,125444.00,15.26,19.00,0.22,1.03,3.00,0.19,0.99,0.00,7992.00
bfly,49152.00,147456.00,3.00,5.00,0.27,1068.52,2025.00,0.57,0.92,0.29,46.00
bfwa398,398.00,2032.00,5.11,8.00,0.32,9.05,17.00,0.46,0.50,0.15,44.00
bfwa62,62.00,253.00,4.08,8.00,0.38,3.88,7.00,0.39,0.50,0.08,16.00
bfwa782,782.00,4138.00,5.29,8.00,0.30,12.61,23.00,0.47,0.50,0.17,62.00
bfwb398,398.00,1654.00,4.16,6.00,0.25,9.05,17.00,0.46,0.49,0.15,44.00
bfwb62,62.00,202.00,3.26,6.00,0.33,3.88,7.00,0.39,0.49,0.09,16.00
bfwb782,782.00,3382.00,4.32,6.00,0.24,12.61,23.00,0.47,0.50,0.16,62.00
bibd_11_5,55.00,202.00,3.67,11.00,0.57,3.93,7.00,0.39,0.35,0.17,14.00
bibd_12_4,66.00,150.00,2.27,10.00,0.48,6.00,11.00,0.53,0.17,0.19,11.00
bibd_12_5,66.00,230.00,3.48,12.00,0.59,3.47,7.00,0.51,0.38,0.12,19.00
bibd_13_6,78.00,390.00,5.00,24.00,0.71,3.12,7.00,0.57,0.34,0.09,25.00
bibd_14_7,91.00,631.00,6.93,37.00,0.78,3.50,8.00,0.50,0.34,0.09,26.00
bibd_15_3,105.00,209.00,1.99,2.00,0.05,5.25,8.00,0.48,0.19,0.26,20.00
bibd_15_7,105.00,673.00,6.41,40.00,0.90,4.20,12.00,0.65,0.24,0.13,25.00
bibd_16_8,120.00,1057.00,8.81,46.00,0.90,3.53,10.00,0.57,0.34,0.09,34.00
bibd_17_3,136.00,271.00,1.99,2.00,0.04,5.91,9.00,0.48,0.17,0.27,23.00
bibd_17_4,136.00,300.00,2.21,15.00,0.53,8.50,15.00,0.51,0.12,0.25,16.00
bibd_17_4b,136.00,300.00,2.21,15.00,0.53,8.50,15.00,0.51,0.12,0.25,16.00
bibd_17_8,136.00,1112.00,8.18,56.00,1.04,4.00,14.00,0.75,0.26,0.13,34.00
bibd_18_9,153.00,1677.00,10.96,63.00,1.01,3.40,7.00,0.50,0.31,0.10,45.00
bibd_19_9,171.00,1794.00,10.49,67.00,1.11,3.98,10.00,0.57,0.32,0.10,43.00
bibd_20_10,190.00,2537.00,13.35,86.00,1.12,3.65,11.00,0.63,0.28,0.11,52.00
bibd_22_8,231.00,1591.00,6.89,79.00,1.39,5.92,10.00,0.37,0.25,0.21,39.00
bibd_49_3,1176.00,2351.00,2.00,2.00,0.01,16.56,25.00,0.49,0.06,0.34,71.00
bibd_81_2,3240.00,3240.00,1.00,1.00,0.00,3240.00,3240.00,0.00,0.00,0.00,1.00
bibd_81_3,3240.00,6479.00,2.00,2.00,0.01,27.23,41.00,0.50,0.04,0.36,119.00
bibd_9_3,36.00,71.00,1.97,2.00,0.08,3.27,5.00,0.47,0.29,0.20,11.00
bibd_9_5,36.00,164.00,4.56,9.00,0.37,2.25,4.00,0.43,0.52,0.04,16.00
big,13209.00,52337.00,3.96,9.00,0.46,16.29,2254.00,6.69,0.52,0.16,811.00
big_dual,30269.00,75198.00,2.48,4.00,0.21,37.00,126.00,0.69,0.53,0.35,818.00
biplane-9,21701.00,63739.00,2.94,3.00,0.08,38.01,96.00,0.69,0.99,0.29,571.00
bips07_1693,13275.00,33630.00,2.53,28.00,0.87,368.75,3542.00,1.98,0.51,0.34,36.00
bips07_1998,15066.00,40474.00,2.69,24.00,0.91,470.81,4602.00,2.00,0.46,0.30,32.00
bips07_2476,16861.00,44511.00,2.64,24.00,0.88,526.91,4695.00,1.83,0.50,0.33,32.00
bips07_3078,21128.00,53082.00,2.51,24.00,0.84,528.20,5213.00,1.92,0.54,0.36,40.00
bips98_1142,9735.00,26612.00,2.73,28.00,0.92,314.03,2887.00,1.96,0.47,0.32,31.00
bips98_1450,11305.00,29724.00,2.63,28.00,0.90,364.68,3219.00,1.87,0.49,0.32,31.00
bips98_606,7135.00,20931.00,2.93,28.00,0.98,237.83,2613.00,2.31,0.39,0.23,30.00
blckhole,2132.00,8502.00,3.99,19.00,0.24,14.12,22.00,0.43,0.91,0.19,151.00
blockqp1,60012.00,360023.00,6.00,40012.00,27.23,20004.00,20011.00,0.00,0.33,0.17,3.00
bloweya,30004.00,100008.00,3.33,10002.00,17.32,3.00,3.00,0.01,0.50,0.14,10003.00
bloweybl,30003.00,80002.00,2.67,10002.00,21.66,15001.50,20002.00,0.33,0.00,0.00,2.00
bloweybq,10001.00,39996.00,4.00,4.00,0.01,1.00,1.00,0.00,1.00,0.00,10001.00
bmw3_2,227362.00,5757996.00,25.33,204.00,0.53,195.66,1853.00,1.59,0.91,0.45,1162.00
bmw7st_1,141347.00,3740507.00,26.46,396.00,0.54,199.93,1090.00,1.17,0.94,0.45,707.00
bmwcra_1,148770.00,5396386.00,36.27,246.00,0.49,204.07,379.00,0.38,0.95,0.46,729.00
bodyy4,17546.00,69742.00,3.97,8.00,0.15,25.17,54.00,0.56,0.99,0.37,697.00
bodyy5,18589.00,73935.00,3.98,8.00,0.14,27.50,60.00,0.63,0.99,0.39,676.00
bodyy6,19366.00,77057.00,3.98,9.00,0.13,35.08,71.00,0.50,0.99,0.37,552.00
bone010,986703.00,36326512.00,36.82,42.00,0.24,470.53,1961.00,0.39,0.98,0.19,2097.00
boneS01,127224.00,3421188.00,26.89,42.00,0.42,156.49,1233.00,0.65,0.95,0.20,813.00
boneS10,914898.00,28191660.00,30.81,42.00,0.37,386.52,5991.00,0.71,0.95,0.21,2367.00
boyd1,93279.00,652264.00,6.99,93262.00,93.45,46639.50,93261.00,1.00,0.00,0.00,2.00
boyd2,466316.00,1076622.00,2.31,10993.00,11.37,233158.00,279785.00,0.20,0.00,0.00,2.00
bp_0,822.00,1615.00,1.96,18.00,0.98,91.33,393.00,1.34,0.01,0.17,9.00
bp_1000,822.00,2623.00,3.19,28.00,0.83,74.73,233.00,0.88,0.02,0.19,11.00
bp_1200,822.00,2702.00,3.29,29.00,0.80,68.50,209.00,0.82,0.02,0.21,12.00
bp_1400,822.00,2726.00,3.32,32.00,0.79,82.20,210.00,0.69,0.02,0.21,10.00
bp_1600,822.00,2803.00,3.41,35.00,0.82,68.50,213.00,0.87,0.02,0.21,12.00
bp_200,822.00,1994.00,2.43,17.00,0.83,82.20,302.00,1.10,0.01,0.20,10.00
bp_400,822.00,2185.00,2.66,24.00,0.82,91.33,280.00,0.91,0.01,0.20,9.00
bp_600,822.00,2334.00,2.84,25.00,0.79,82.20,255.00,0.94,0.02,0.20,10.00
bp_800,822.00,2502.00,3.04,28.00,0.79,74.73,241.00,0.91,0.02,0.20,11.00
brack2,62631.00,429190.00,6.85,27.00,0.61,4.43,697.00,1.74,0.77,0.20,14142.00
brainpc2,27607.00,110401.00,4.00,8.00,0.77,13803.50,13807.00,0.00,0.00,0.00,2.00
bratu3d,27792.00,112961.00,4.06,8.00,0.85,13896.00,15625.00,0.12,0.00,0.00,2.00
bundle1,10581.00,390741.00,36.93,234.00,0.66,1058.10,3422.00,1.46,0.67,0.30,10.00
bundle_adj,513351.00,10360701.00,20.18,201.00,0.78,57039.00,169998.00,1.40,0.67,0.32,9.00
bwm200,200.00,498.00,2.49,3.00,0.20,1.98,2.00,0.07,0.99,0.19,101.00
bwm2000,2000.00,4998.00,2.50,3.00,0.20,2.00,2.00,0.02,1.00,0.19,1001.00
c-18,2169.00,8657.00,3.99,170.00,1.52,1084.50,1268.00,0.17,0.00,0.00,2.00
c-19,2327.00,12072.00,5.19,362.00,1.94,1163.50,1462.00,0.26,0.00,0.00,2.00
c-20,2921.00,12803.00,4.38,158.00,1.25,1460.50,1621.00,0.11,0.00,0.00,2.00
c-21,3509.00,17833.00,5.08,342.00,1.62,1754.50,2019.00,0.15,0.00,0.00,2.00
c-22,3792.00,16332.00,4.31,208.00,1.32,1896.00,2130.00,0.12,0.00,0.00,2.00
c-23,3969.00,17524.00,4.42,348.00,1.71,1984.50,2320.00,0.17,0.00,0.00,2.00
c-24,4119.00,19909.00,4.83,232.00,1.31,2059.50,2327.00,0.13,0.00,0.00,2.00
c-25,3797.00,26716.00,7.04,600.00,2.17,1898.50,2390.00,0.26,0.00,0.00,2.00
c-26,4307.00,19422.00,4.51,438.00,1.94,2153.50,2520.00,0.17,0.00,0.00,2.00
c-27,4563.00,17969.00,3.94,362.00,1.75,2281.50,2621.00,0.15,0.00,0.00,2.00
c-28,4598.00,17594.00,3.83,386.00,1.90,2299.00,2698.00,0.17,0.00,0.00,2.00
c-29,5033.00,24382.00,4.84,318.00,1.43,2516.50,2822.00,0.12,0.00,0.00,2.00
c-30,5321.00,35507.00,6.67,23.00,1.20,2660.50,2823.00,0.06,0.00,0.00,2.00
c-31,5339.00,41955.00,7.86,458.00,1.66,2669.50,3119.00,0.17,0.00,0.00,2.00
c-32,5975.00,30223.00,5.06,16.00,1.05,2987.50,3251.00,0.09,0.00,0.00,2.00
c-33,6317.00,31220.00,4.94,98.00,1.23,3158.50,3526.00,0.12,0.00,0.00,2.00
c-34,6611.00,35472.00,5.37,862.00,2.50,3305.50,4028.00,0.22,0.00,0.00,2.00
c-35,6537.00,34714.00,5.31,964.00,2.60,3268.50,4114.00,0.26,0.00,0.00,2.00
c-36,7479.00,36710.00,4.91,126.00,1.06,3739.50,4124.00,0.10,0.00,0.00,2.00
c-37,8204.00,41440.00,5.05,652.00,2.07,4102.00,4750.00,0.16,0.00,0.00,2.00
c-38,8127.00,42908.00,5.28,818.00,2.10,4063.50,4820.00,0.19,0.00,0.00,2.00
c-39,9271.00,73041.00,7.88,668.00,2.09,4635.50,5237.00,0.13,0.00,0.00,2.00
c-40,9941.00,45721.00,4.60,48.00,1.04,4970.50,5477.00,0.10,0.00,0.00,2.00
c-41,9769.00,55757.00,5.71,836.00,1.86,4884.50,5449.00,0.12,0.00,0.00,2.00
c-42,10471.00,60378.00,5.77,772.00,1.78,5235.50,5930.00,0.13,0.00,0.00,2.00
c-43,11125.00,67400.00,6.06,220.00,1.09,5562.50,5931.00,0.07,0.00,0.00,2.00
c-44,10728.00,47864.00,4.46,780.00,2.17,5364.00,6254.00,0.17,0.00,0.00,2.00
c-45,13206.00,93829.00,7.11,51.00,1.05,6603.00,6892.00,0.04,0.00,0.00,2.00
c-46,14913.00,72655.00,4.87,140.00,0.99,7456.50,8083.00,0.08,0.00,0.00,2.00
c-47,15343.00,113372.00,7.39,630.00,2.34,7671.50,8702.00,0.13,0.00,0.00,2.00
c-48,18354.00,92217.00,5.02,950.00,1.95,9177.00,10217.00,0.11,0.00,0.00,2.00
c-49,21132.00,89087.00,4.22,1532.00,2.86,10566.00,12176.00,0.15,0.00,0.00,2.00
c-50,22401.00,108013.00,4.82,1510.00,2.58,11200.50,12602.00,0.13,0.00,0.00,2.00
c-51,23196.00,113123.00,4.88,1570.00,2.50,11598.00,13321.00,0.15,0.00,0.00,2.00
c-52,23948.00,113332.00,4.73,1714.00,2.65,11974.00,13660.00,0.14,0.00,0.00,2.00
c-53,30235.00,201224.00,6.66,362.00,1.15,15117.50,16292.00,0.08,0.00,0.00,2.00
c-54,31793.00,211743.00,6.66,1702.00,1.91,15896.50,17664.00,0.11,0.00,0.00,2.00
c-55,32780.00,218115.00,6.65,2920.00,2.96,16390.00,19121.00,0.17,0.00,0.00,2.00
c-56,35910.00,208405.00,5.80,1410.00,1.90,17955.00,19923.00,0.11,0.00,0.00,2.00
c-57,37833.00,221515.00,5.86,126.00,1.00,18916.50,19997.00,0.06,0.00,0.00,2.00
c-58,37595.00,295076.00,7.85,5058.00,4.27,18797.50,22461.00,0.19,0.00,0.00,2.00
c-59,41282.00,260909.00,6.32,3090.00,2.91,20641.00,23813.00,0.15,0.00,0.00,2.00
c-60,43640.00,171109.00,3.92,2208.00,3.04,21820.00,24419.00,0.12,0.00,0.00,2.00
c-61,43618.00,176817.00,4.05,2830.00,3.63,21809.00,25043.00,0.15,0.00,0.00,2.00
c-62,41731.00,300537.00,7.20,5060.00,3.92,20865.50,25158.00,0.21,0.00,0.00,2.00
c-62ghs,41731.00,300537.00,7.20,5060.00,3.92,20865.50,25158.00,0.21,0.00,0.00,2.00
c-63,44234.00,239469.00,5.41,3244.00,3.21,22117.00,25505.00,0.15,0.00,0.00,2.00
c-64,51035.00,384438.00,7.53,238.00,1.13,25517.50,27154.00,0.06,0.00,0.00,2.00
c-64b,51035.00,384438.00,7.53,238.00,1.13,25517.50,27154.00,0.06,0.00,0.00,2.00
c-65,48066.00,204297.00,4.25,3276.00,3.77,24033.00,27658.00,0.15,0.00,0.00,2.00
c-66,49989.00,274498.00,5.49,2914.00,2.77,24994.50,27696.00,0.11,0.00,0.00,2.00
c-66b,49989.00,274498.00,5.49,2914.00,2.77,24994.50,27696.00,0.11,0.00,0.00,2.00
c-67,57975.00,294955.00,5.09,496.00,1.39,28987.50,31257.00,0.08,0.00,0.00,2.00
c-67b,57975.00,294955.00,5.09,496.00,1.39,28987.50,31257.00,0.08,0.00,0.00,2.00
c-68,64810.00,315408.00,4.87,2774.00,2.76,32405.00,36546.00,0.13,0.00,0.00,2.00
c-69,67458.00,345714.00,5.12,4316.00,3.54,33729.00,38432.00,0.14,0.00,0.00,2.00
c-70,68924.00,363955.00,5.28,4364.00,3.46,34462.00,39302.00,0.14,0.00,0.00,2.00
c-71,76638.00,468096.00,6.11,6720.00,4.31,38319.00,44814.00,0.17,0.00,0.00,2.00
c-72,84064.00,395811.00,4.71,5172.00,4.05,42032.00,47950.00,0.14,0.00,0.00,2.00
c-73,169422.00,724348.00,4.28,29.00,1.04,84711.00,86417.00,0.02,0.00,0.00,2.00
c-73b,169422.00,724348.00,4.28,29.00,1.04,84711.00,86417.00,0.02,0.00,0.00,2.00
c-big,345241.00,1343126.00,3.89,19578.00,8.63,172620.50,201877.00,0.17,0.00,0.00,2.00
c8_mat11,4562.00,542885.00,119.00,942.00,1.87,12.96,2356.00,9.72,0.11,0.01,352.00
c8_mat11_I,4562.00,16658.00,3.65,73.00,1.89,46.08,3284.00,7.10,0.04,0.06,99.00
ca-AstroPh,18772.00,216822.00,11.55,292.00,1.58,124.32,2637.00,1.95,0.02,0.21,151.00
ca-CondMat,23133.00,116572.00,5.04,198.00,1.33,308.44,4650.00,2.10,0.01,0.22,75.00
ca-GrQc,5242.00,19726.00,3.76,65.00,1.31,119.14,1399.00,2.20,0.02,0.21,44.00
ca-HepPh,12008.00,130497.00,10.87,411.00,2.51,49.01,2359.00,3.60,0.02,0.24,245.00
ca-HepTh,9877.00,35850.00,3.63,57.00,1.10,299.30,2613.00,1.73,0.01,0.21,33.00
ca2010,710145.00,2454828.00,3.46,142.00,0.68,26301.67,135888.00,1.48,0.08,0.41,27.00
cage,366.00,2928.00,8.00,15.00,0.81,91.50,182.00,0.92,0.03,0.00,4.00
cage10,11397.00,81021.00,7.11,21.00,0.51,227.94,940.00,1.09,0.49,0.27,50.00
cage11,39082.00,299402.00,7.66,23.00,0.50,737.40,2742.00,1.04,0.49,0.28,53.00
cage12,130228.00,1081382.00,8.30,25.00,0.49,1973.15,8280.00,1.14,0.50,0.30,66.00
cage13,445315.00,3962329.00,8.90,29.00,0.48,5365.24,24470.00,1.26,0.50,0.31,83.00
cage14,1505785.00,14318067.00,9.51,31.00,0.47,15057.85,76051.00,1.36,0.50,0.32,100.00
cage15,5154859.00,52177204.00,10.12,35.00,0.46,35067.07,232636.00,1.65,0.50,0.33,147.00
cage3,5.00,12.00,2.40,4.00,0.42,1.25,2.00,0.35,0.60,0.00,4.00
cage4,9.00,29.00,3.22,5.00,0.41,1.29,2.00,0.35,0.76,0.02,7.00
cage5,37.00,135.00,3.65,8.00,0.52,3.70,8.00,0.54,0.54,0.13,10.00
cage6,93.00,439.00,4.72,13.00,0.54,5.47,13.00,0.77,0.56,0.15,17.00
cage7,340.00,1712.00,5.04,13.00,0.54,18.89,42.00,0.68,0.49,0.19,18.00
cage8,1015.00,6009.00,5.92,17.00,0.53,37.59,105.00,0.80,0.49,0.22,27.00
cage9,3534.00,22564.00,6.38,18.00,0.52,98.17,310.00,0.92,0.48,0.25,36.00
caidaRouterLevel,192244.00,801310.00,4.17,322.00,1.15,1403.24,11762.00,1.02,0.17,0.37,137.00
can_1054,1054.00,6625.00,6.29,12.00,0.30,12.11,27.00,0.54,0.68,0.26,87.00
can_1072,1072.00,6758.00,6.30,13.00,0.31,11.65,24.00,0.56,0.68,0.25,92.00
can_144,144.00,720.00,5.00,8.00,0.35,1.32,2.00,0.35,0.83,0.06,109.00
can_161,161.00,769.00,4.78,17.00,0.29,1.42,2.00,0.35,0.99,0.09,113.00
can_187,187.00,839.00,4.49,6.00,0.26,1.17,2.00,0.32,0.99,0.01,160.00
can_229,229.00,1003.00,4.38,13.00,0.33,1.59,7.00,0.58,0.86,0.17,144.00
can_24,24.00,92.00,3.83,8.00,0.57,2.40,5.00,0.60,0.46,0.04,10.00
can_256,256.00,1586.00,6.20,53.00,0.75,3.51,9.00,0.55,0.67,0.13,73.00
can_268,268.00,1675.00,6.25,33.00,0.45,4.70,10.00,0.52,0.66,0.16,57.00
can_292,292.00,1416.00,4.85,32.00,0.76,6.49,34.00,0.72,0.61,0.24,45.00
can_445,445.00,2127.00,4.78,10.00,0.38,2.80,9.00,0.68,0.92,0.19,159.00
can_61,61.00,309.00,5.07,8.00,0.40,2.35,6.00,0.57,0.62,0.09,26.00
can_62,62.00,140.00,2.26,4.00,0.30,2.58,5.00,0.43,0.63,0.20,24.00
can_634,634.00,3931.00,6.20,21.00,0.60,3.64,12.00,0.86,0.87,0.25,174.00
can_715,715.00,3690.00,5.16,42.00,0.48,3.80,21.00,0.67,0.85,0.25,188.00
can_73,73.00,225.00,3.08,9.00,0.52,1.33,3.00,0.38,0.78,0.07,55.00
can_838,838.00,5424.00,6.47,12.00,0.24,8.82,25.00,0.73,0.68,0.21,95.00
can_96,96.00,432.00,4.50,6.00,0.26,1.00,1.00,0.00,0.99,0.00,96.00
cant,62451.00,2034917.00,32.58,40.00,0.23,26.05,244.00,0.26,0.79,0.02,2397.00
car4,16384.00,47340.00,2.89,110.00,3.95,8192.00,15684.00,0.91,0.00,0.03,2.00
cari,400.00,76200.00,190.50,380.00,0.58,1.00,1.00,0.00,1.00,0.00,400.00
case39,40216.00,556237.00,13.83,34.00,0.93,1182.82,11002.00,2.11,0.23,0.34,34.00
case9,14454.00,86625.00,5.99,13.00,0.73,1314.00,4802.00,1.26,0.17,0.28,11.00
cat_ears_2_1,85.00,200.00,2.35,5.00,0.54,7.73,27.00,0.85,0.18,0.27,11.00
cat_ears_2_4,1009.00,2177.00,2.16,6.00,0.48,50.45,310.00,1.32,0.03,0.42,20.00
cat_ears_3_1,204.00,486.00,2.38,6.00,0.62,18.55,76.00,1.16,0.08,0.26,11.00
cat_ears_3_4,5226.00,11162.00,2.14,7.00,0.55,186.64,1971.00,1.89,0.01,0.38,28.00
cat_ears_4_1,377.00,910.00,2.41,7.00,0.65,31.42,145.00,1.30,0.06,0.22,12.00
cat_ears_4_4,19020.00,43219.00,2.27,9.00,0.66,500.53,8500.00,2.66,0.00,0.35,38.00
cavity01,317.00,3688.00,11.63,20.00,0.40,5.20,15.00,0.65,0.64,0.10,61.00
cavity02,317.00,4030.00,12.71,20.00,0.58,5.11,81.00,1.95,0.62,0.21,62.00
cavity03,317.00,3688.00,11.63,20.00,0.40,5.20,15.00,0.65,0.64,0.10,61.00
cavity04,317.00,4030.00,12.71,20.00,0.58,5.11,81.00,1.95,0.62,0.21,62.00
cavity05,1182.00,16763.00,14.18,20.00,0.31,8.38,22.00,0.57,0.73,0.14,141.00
cavity06,1182.00,17465.00,14.78,20.00,0.41,8.32,161.00,1.62,0.71,0.21,142.00
cavity07,1182.00,16763.00,14.18,20.00,0.31,8.38,22.00,0.57,0.73,0.14,141.00
cavity08,1182.00,17465.00,14.78,20.00,0.41,8.32,161.00,1.62,0.71,0.21,142.00
cavity09,1182.00,16763.00,14.18,20.00,0.31,8.38,22.00,0.57,0.73,0.14,141.00
cavity10,2597.00,39288.00,15.13,20.00,0.26,11.75,29.00,0.57,0.76,0.17,221.00
cavity11,2597.00,40350.00,15.54,20.00,0.34,11.70,241.00,1.42,0.75,0.21,222.00
cavity12,2597.00,39288.00,15.13,20.00,0.26,11.75,29.00,0.57,0.76,0.17,221.00
cavity13,2597.00,40350.00,15.54,20.00,0.34,11.70,241.00,1.42,0.75,0.21,222.00
cavity14,2597.00,39288.00,15.13,20.00,0.26,11.75,29.00,0.57,0.76,0.17,221.00
cavity15,2597.00,40350.00,15.54,20.00,0.34,11.70,241.00,1.42,0.75,0.21,222.00
cavity16,4562.00,71263.00,15.62,20.00,0.24,15.16,36.00,0.57,0.77,0.18,301.00
cavity17,4562.00,72685.00,15.93,20.00,0.30,15.11,321.00,1.28,0.76,0.21,302.00
cavity18,4562.00,71263.00,15.62,20.00,0.24,15.16,36.00,0.57,0.77,0.18,301.00
cavity19,4562.00,72685.00,15.93,20.00,0.30,15.11,321.00,1.28,0.76,0.21,302.00
cavity20,4562.00,71263.00,15.62,20.00,0.24,15.16,36.00,0.57,0.77,0.18,301.00
cavity21,4562.00,72685.00,15.93,20.00,0.30,15.11,321.00,1.28,0.76,0.21,302.00
cavity22,4562.00,71263.00,15.62,20.00,0.24,15.16,36.00,0.57,0.77,0.18,301.00
cavity23,4562.00,72685.00,15.93,20.00,0.30,15.11,321.00,1.28,0.76,0.21,302.00
cavity24,4562.00,71263.00,15.62,20.00,0.24,15.16,36.00,0.57,0.77,0.18,301.00
cavity25,4562.00,72685.00,15.93,20.00,0.30,15.11,321.00,1.28,0.76,0.21,302.00
cavity26,4562.00,71263.00,15.62,20.00,0.24,15.16,36.00,0.57,0.77,0.18,301.00
cbuckle,13681.00,345098.00,25.22,600.00,0.26,8.96,15.00,0.25,0.95,0.05,1527.00
cca,49152.00,118784.00,2.42,3.00,0.24,2048.00,3072.00,0.51,0.92,0.46,24.00
ccc,49152.00,122880.00,2.50,4.00,0.26,2048.00,3072.00,0.51,0.08,0.07,24.00
cdde1,961.00,2821.00,2.94,3.00,0.09,15.75,31.00,0.56,0.97,0.26,61.00
cdde2,961.00,2821.00,2.94,3.00,0.09,15.75,31.00,0.56,0.97,0.26,61.00
cdde3,961.00,2821.00,2.94,3.00,0.09,15.75,31.00,0.56,0.97,0.26,61.00
cdde4,961.00,2821.00,2.94,3.00,0.09,15.75,31.00,0.56,0.97,0.26,61.00
cdde5,961.00,2821.00,2.94,3.00,0.09,15.75,31.00,0.56,0.97,0.26,61.00
cdde6,961.00,2821.00,2.94,3.00,0.09,15.75,31.00,0.56,0.97,0.26,61.00
cegb2802,2802.00,140136.00,50.01,75.00,0.36,2.59,109.00,1.28,0.95,0.07,1083.00
cegb2919,2919.00,162261.00,55.59,126.00,0.30,4.18,62.00,0.64,0.94,0.13,699.00
cegb3024,3024.00,41450.00,13.71,34.00,0.32,6.60,35.00,0.68,0.88,0.22,458.00
cegb3306,3306.00,39153.00,11.84,48.00,0.84,32.41,242.00,1.90,0.86,0.42,102.00
celegans_metabolic,453.00,2478.00,5.47,95.00,1.64,14.16,74.00,1.17,0.25,0.19,32.00
celegansneural,297.00,1625.00,5.47,21.00,0.77,10.61,68.00,1.28,0.22,0.28,28.00
cell1,7055.00,20914.00,2.96,3.00,0.06,42.50,84.00,0.56,0.02,0.00,166.00
cell2,7055.00,20914.00,2.96,3.00,0.06,42.50,84.00,0.56,0.02,0.00,166.00
cep1,1521.00,1521.00,1.00,1.00,0.00,1521.00,1521.00,0.00,0.00,0.00,1.00
cfd1,70656.00,949510.00,13.44,30.00,0.23,16.28,120.00,1.14,0.76,0.12,4340.00
cfd2,123440.00,1605669.00,13.01,27.00,0.21,28.33,82.00,0.55,0.91,0.04,4357.00
ch,3700.00,6578.00,1.78,2.00,0.23,462.50,822.00,0.32,0.00,0.01,8.00
ch3-3-b2,6.00,10.00,1.67,3.00,0.45,1.50,3.00,0.58,0.33,0.04,4.00
